url,googleSearchVolume,totalSearchVolume,session
star-wars/kitchen-dining,0,10,0
nostrasantissima/clothing/shirts,0,0,0
swatch/irony/watches,20,20,49
armata-di-mare/clothing/belts,0,0,0
polar/loop,40,50,7
astro-tv/tv-video-dvd,0,0,26
la-roche-posay/bath-body,0,0,5
chi/kitchen-dining,0,0,0
givenchy/eyecare/glasses,10,10,4
star/gaming,0,20,0
roxy/shoes/sports,0,0,0
true-religion/clothing/jeans,140,140,99
asus/tv-video-dvd/portable-media-players,0,0,4
rastaclat/jewellery/bracelets,210,210,6
leica/camera-photo/accessories,0,0,2
chi/shoes,10,10,0
guess/clothing/women/dresses,10,10,4
star/stationery/adhesives,0,10,0
charles-keith/bags/sling/satchel,0,0,8
paulas-choice/skin-care/face/toners,0,0,2
baellerry/bags/women/wallets,0,0,3
reebok/clothing/sportswear/bras,50,50,2
joyetech/gadgets/vapes,0,0,82
lenovo/computing/external-storage/hdd,10,20,2
hsanhe/toys/building/sets,0,0,0
hollister/clothing/t-shirts,70,70,7
stella-mccartney/clothing/men/pants,0,0,2
clothing/women/jackets,1900,3620,14
magnanni/shoes/formal,0,0,0
balmain/clothing/t-shirts,110,110,27
bareminerals/makeup/women/lips/lipgloss,0,0,0
roland/hobbies/musical-instruments/guitars,20,30,9
live-well/supplements/vitamins,0,0,0
chi/toys,0,0,0
hutchinson/action-sports,0,0,3
stella-mccartney/clothing/women/underwear/thongs,0,0,2
deli/computing/office-supplies/laminating-machines,10,10,10
milano/clothing/men/shorts,0,0,0
beaba/toys,0,0,0
seafolly/clothing/swimwear/bikinis,10,10,3
macbeth/shoes/sneakers,30,30,2
paul-frank/watches/men/straps,0,0,0
stella-mccartney/shoes/women/boots,0,0,0
black-rock/phones-tablets/accessories,0,0,0
lonsdale/shoes,320,350,43
belkin/phones-tablets/accessories/cable-chargers,10,20,0
sharp/phones-tablets/accessories/cases-covers,0,0,1
nitto/car-accessories/tyres,90,90,94
marc-jacobs/camera-photo/women/accessories/bags,0,0,1
chi/clothing/sweaters,0,0,0
kingston/computing/accessories/mouse,0,0,0
stone-island/clothing/sportswear/track-pants,10,10,0
blueo/phones-tablets,0,0,0
benefit/hello-flawless,10,40,0
shein/clothing/pants/leggings,0,0,1
trinity-college-london/hobbies/books,0,0,34
marian/shoes/women/sandals,0,0,0
unicharm/bath-body/feminine-hygiene/sanitary-napkins,0,0,0
kose/makeup/eyes/eyebrow-pencils,0,0,8
stuhrling/men,0,0,1
greenleaf/skin-care,0,0,4
bandai-namco-entertainment/gaming/men/games/pcs,0,0,0
nissan/sentra,18100,18100,51
benq/audio-hi-fi,0,0,0
spectra/feeding/bottle/nipples,0,0,0
bakka-clothing/clothing/women/muslimah,0,0,32
marni/jewellery/women/bracelets,0,0,1
disney/kids-clothing/pants,0,0,0
lacoste/clothing/hoodies-and-sweatshirts,0,0,0
sukipassion/hair-care/styling/combs,0,0,0
havaianas/shoes/flip-flops,30,30,20
kinmac/computing,0,0,1
blackberry/curve/phones-tablets/smartphones,0,90,1
midori-professional/hair-care,0,0,2
vergold/groceries/food-cupboard,0,0,0
manuka-health/food-supplements,0,0,2
sun/men,0,0,0
borcam/kitchen-dining,0,0,0
reebok/club/shoes,10,20,31
bolehdeals/adventure,0,0,0
tefal/hair-care,0,0,2
nike/flyknit,1900,2050,52
millers-oil/car-accessories/lubricants,0,0,3
nest/home-decor/other-decorations,0,10,0
nestle/groceries/food-cupboard/cooking-ingredients,0,0,17
superga/women,10,10,1
aqeela/clothing/tops,0,0,1
acer/computing/hardware/motherboards,70,70,116
brut/bath-body,0,50,1
the-body-shop/makeup/eyes,10,10,0
odbo/makeup,20,20,55
missoma/women,0,0,1
isa-knox/skin-care/face/serums,0,0,1
swiss-diamond/kitchen-dining,0,10,0
jamu-ratu-malaya/makeup,0,0,8
victor/clothing/tops,0,0,0
bts/kitchen-dining,0,0,2
tonino-lamborghini/perfume,10,10,9
patriot/computing/hardware/ssds,140,140,63
neutrogena/men,30,30,14
european-culture/clothing/tops,0,0,0
tabla/clothing/dresses,0,0,0
jean-perry/bedroom,0,110,31
sun/clothing/men,0,0,0
duck/clothing/hijabs,0,0,38
burts-bees/bath-body/lotions,10,10,1
tory-burch/bags/sling/shoulder,90,90,2
ranking/action-sports/bicycles/accessories/helmets,0,0,119
nike/kyrie/bags/travel,0,0,1
arc/phones-tablets,0,0,0
panasonic/audio-hi-fi/home-theater,210,230,18
tao/shoes/sports/hiking,0,0,1
yi/toys/dolls,0,0,0
electrolux/appliances/cooktops,10,110,77
canon/toys,0,0,0
versace/jewellery,20,430,28
nike/phones-tablets/accessories,0,0,0
unicharm/bath-body/women/feminine-hygiene/sanitary-napkins,0,0,0
peiyen/makeup/lips,0,0,5
tarte/amazonian-clay/makeup/eyes/eyebrow-pencils,0,10,0
nike/air-max/shoes/sandals,90,90,21
blauer/clothing/shirts,0,0,0
mary-kay/skin-care/eyes,0,0,20
casper/appliances,0,0,1
versace/shoes/brogues,0,0,2
obermain/clothing/men/polo-shirts,0,0,5
disney/bags/handbags,30,50,0
pensonic/computing,0,0,4
team-sports/women,0,0,0
nuveau/bags,20,20,9
hackett/clothing/men/sweaters,0,0,0
nature-rich/supplements,10,10,65
caterpillar/shoes/boots/leather,10,10,1
victorias-secret/skin-care/hand,0,0,2
orbis/skin-care,0,0,11
stm/computing,0,10,0
phison/kitchen-dining,0,0,3
teekeer/audio-hi-fi/headphones,0,0,0
oasis/shoes,260,260,18
otterbox/phones-tablets,0,0,0
victor/shoes,260,750,72
chloe/kids-clothing/dresses,0,0,0
vococal/audio-hi-fi,0,0,0
paco-rabanne/clothing/t-shirts,10,10,1
charles-keith/shoes/sneakers/slip-on,0,0,1
portmeirion/kitchen-dining/tableware,10,10,2
tena/diapering/disposable-diapers,0,0,1
panasonic/home-improvement,0,4040,16
weg/men,0,0,0
wishdoit/watches,70,70,113
chuu/clothing/women/shirts,0,0,0
wonderland/appliances/fans/bladeless,0,0,2
flow/clothing,30,30,47
parker/stationery/writing-utensils/pens/gel-refills,10,10,10
handmade/baby-clothing,10,10,0
prada/shoes/women/brogues,0,0,1
the-face-shop/makeup/women/lips/lipsticks,0,0,0
perfectaire/appliances/humidifiers,0,0,14
magideal/toys/dolls/playsets,0,0,0
eureka-design/bedroom/wardrobes,0,0,46
cirgaro/clothing/men/traditional,0,0,0
ai-home/kitchen-dining/cookware,0,0,3
hla/clothing/jackets,70,70,100
qq/makeup/accessories,0,0,3
disney/baby-gear/carriers,30,30,0
princess-polly/clothing/dresses/party,0,0,3
the-saem/makeup/face/blushers,0,0,0
playboy/bags/travel/luggage,0,0,26
ubest/kitchen-dining/cookware,0,0,0
corsair/air/computing,0,30,0
amway/dental-care/toothpastes,0,0,8
rain-x/car-care,0,0,3
kiss-beauty/groceries,0,0,0
thinch/clothing/sportswear/accessories/goggles,0,0,0
robinmay/bags/sling,140,140,24
stella-mccartney/clothing/women/sportswear/track-pants,0,0,0
cr2/shoes/sneakers,0,0,0
avon/bath-body/men/mists,0,0,0
sacai/clothing/t-shirts,10,10,0
disney/toys/action-figures/mini,0,0,0
q-q/watches/men,0,0,0
thinch/computing/accessories/laptop-cases-sleeves,0,0,2
royal-skin/skin-care/face/masks,0,0,16
fila/disruptor/shoes/sports/futsal,0,0,0
diptyque/bath-body/mists,0,0,2
bershka/bags,30,50,1
sahajidah-hai-o/skin-care/face/serums,0,0,0
dr-cardin/men,0,0,11
qs/clothing/underwear,0,0,10
thinch/home-decor/other-decorations/artificial-flowers,0,0,3
sivanna-colors/makeup/eyes/eyeshadows,0,0,2
thinch/home-decor/decorative-pillows,0,0,0
mec/appliances/air-conditioners,20,90,38
doctors-best/food-supplements,0,0,1
bershka/clothing/pants,20,20,1
schesir/pets-supplies/dogs,0,10,1
korea/shoes,320,320,1
thinch/kids-clothing/hats,0,0,0
balenciaga/clothing/men/sportswear/track-pants,0,0,0
rider/shoes/sandals,70,70,24
dolce-gabbana/phones-tablets/accessories,0,0,1
breitling/watches/women,10,10,0
shein/clothing/women/dresses/prom,0,0,1
hei-hwang/groceries/drinks,0,0,0
rado/watches/luxury,0,0,16
three/toys,0,0,0
wellous/supplements/vitamins/multivitamins,0,0,20
ralph-lauren/perfume/women/eau-de-cologne,0,0,0
samsung/phones-tablets/accessories/cable-chargers/otg,0,0,19
dsquared2/clothing/men/formal-wear/suits,0,0,0
breville/appliances/sandwich-makers,10,10,0
simple-dimple/feeding,0,0,0
korea/clothing,390,1720,2
real-bubee/feeding/breastfeeding/breast-pumps,0,0,14
tiger-balm/medical-supplies/first-aid,0,110,0
yealon/shoes/boots/leather,0,0,4
kenzo/clothing/men/pants/chino,0,0,0
elegant/home-improvement,0,0,1
calvin-klein/shoes/boots,10,10,0
graco/baby-gear/car-seats/booster,10,10,51
skechers/dlites/shoes/platforms,0,0,0
antik-batik/clothing/tops/blouse,0,0,4
reebok/shoes/men/sneakers,10,10,1
timberland/shoes/men/sneakers/low-cut,0,0,0
qnstar/camera-photo/lenses,0,0,0
3v/outdoor-garden/furniture,0,0,45
elf-cosmetics/makeup/face/bronzers,0,0,0
camel/clothing/jackets,50,50,8
skinfood/skin-care/hand,0,0,3
princess/men,0,0,0
reebok/shoes/sports/basketball,110,110,33
tods/shoes/men/loafers,0,0,0
belkin/phones-tablets/accessories/screen-protectors,0,0,22
maison-margiela/clothing/men/sportswear/track-pants,0,0,0
elife/outdoor-garden,0,0,1
cantarelli/shoes/men,0,0,3
maybelline/makeup/eyes/mascaras,2900,3000,39
skins/clothing,10,10,1
3ina/makeup/women,0,0,0
ritter-sport/groceries/food-cupboard/sweets,0,0,4
tollyjoy/feeding,0,10,0
tory-burch/clothing/women/shirts/dress,0,0,0
case-valker/bags/travel/luggage,0,0,26
eltamd/skin-care/face,0,0,0
catalyst/phones-tablets/smartwatches/accessories,0,0,1
seiko/watches/men/chronograph,0,0,63
slazenger/shoes/sports,20,70,6
princess/jewellery,10,20,0
sergio-tacchini/clothing/men/shirts,0,0,0
tom-ford/boys-and-girls/makeup/lips/lipsticks,10,10,0
dickies/clothing/t-shirts,70,70,42
something-borrowed/clothing/women/shirts/dress,0,0,0
dewan-bahasa-dan-pustaka/hobbies/books/history,0,0,5
eplas/feeding,0,0,3
cetaphil/bath-body/shower,0,260,1
sunstar/dental-care/toothpastes,0,0,56
sorento/kitchen-dining/dinnerware/bowls,0,0,3
eyescream/clothing/women/tops/blouse,0,0,0
smiggle/kitchen-dining/storage/lunch-boxes,720,720,17
tom-ford/clothing/men/sunglasses/aviator,0,0,0
dior/makeup/face/concealers,40,40,2
missoni/clothing/pants/plus-size,0,0,0
esprit/clothing/women/pants/leggings,0,0,0
clothing/men/underwear/thongs,480,480,59
sun-global/computing/accessories/cables/usb,0,0,1
hyt/watches/men/luxury,0,0,2
solar-light/lighting/speciality-lights/fairy,0,0,0
tom-ford/shoes/women,0,0,0
hovid/groceries,0,0,2
naturehike/skin-care,0,0,0
estee-lauder/enlighten/skin-care,0,60,0
coleman/outdoor-garden,0,0,3
adidas/shoes/sneakers/slip-on,20,20,35
barbie/stationery/crafts,0,0,0
summer/clothing/women/dresses/denims,10,10,1
tombolini/clothing/men/jackets,0,0,0
hequ/clothing/sweatshirts,0,0,0
etude-house/baking-powder/skin-care,0,0,0
cosway/dental-care/toothbrushes,0,0,1
thom-browne/shoes/men/boots,0,0,1
helly-hansen/women,10,10,0
tasaki/jewellery/necklaces,0,0,4
tombolini/men,0,0,0
mary-kay/women,0,0,2
sun/gaming,0,0,0
dickies/clothing/pants,390,390,76
etude-house/dear-darling/makeup/lips/tints,0,20,0
covergirl/makeup/lips/lipsticks,20,20,3
thomas-friends/kitchen-dining,0,0,2
nanni/bags/handbags,0,0,0
thermos/bathroom,0,0,9
tommy-hilfiger/shoes/sneakers/low-cut,0,0,1
medela/feeding/breastfeeding/breast-pumps/double-electric,20,20,13
undercover/clothing/sportswear,0,0,0
faber-castell/stationery/writing-utensils/markers,90,110,23
fashion/shoes/boots,70,100,0
alpine/audio-hi-fi/subwoofers,40,40,54
tibi/clothing/coats,10,10,1
nanni/bags/women/handbags,0,0,0
toshiba/appliances/air-conditioners/wall-mounted,0,0,9
tonymoly/makeup/eyes/eyeliners,0,0,1
pgm/shoes/sports/golf,20,20,44
padieoe/bags/handbags/envelope,0,0,0
fendi/clothing/men/jackets/bombers,0,0,6
fernanda/women,0,0,0
dermalogica/skin-care/face/masks,10,10,5
joma/shoes/sports/futsal,880,880,38
tv-video-dvd/men/accessories,0,0,3
nanni/bags,0,0,0
tp-link/archer,210,250,14
tonymoly/makeup/face/highlighters,0,0,0
pomade/hair-care/styling,0,0,7
dressing-paula/clothing/shirts,0,0,1
fido/pets-supplies/cats,0,0,1
dolce-gabbana/phones-tablets/accessories/cases-covers,0,0,0
mcm/bags/sling,880,1030,40
twenty-eight-shoes/bags/men/backpacks/travel,0,0,4
maison-kitsune/clothing/men/polo-shirts,0,0,0
top/housekeeping/garment-care,0,30,0
remington/hair-care/styling/straighteners,0,0,31
amgo/toys/activity,0,0,0
forever-21/clothing/dresses/bodycon,10,10,0
elba/appliances/mixers/hand,0,0,9
replay/clothing/jeans,210,210,46
valentino/bags/men/wallets/card-holders,0,0,0
maison-kitsune/clothing/men/sweatshirts,0,0,0
tsc/computing,0,210,3
tory-burch/jewellery/women,0,0,1
comotomo/health,0,0,0
garmin/etrex,30,420,1
versace/clothing/jackets,210,260,2
viewsonic/tv-video-dvd,10,10,3
toy-story/kitchen-dining,0,0,0
sukin/skin-care/face/moisturizers,0,0,2
nicole-miller/jewellery/earrings,0,0,0
gatineau/skin-care/face/masks,0,0,0
fc-barcelona/bags,10,10,4
victorias-secret/bags/purses,50,50,2
vinnfier/audio-hi-fi/headphones,0,210,7
toyota/innova/cars/mpvs,0,0,0
tp-link/phones-tablets,0,130,0
indikah/clothing/dresses/mini-dresses,0,0,0
gatti/shoes/sports/football-futsal,0,0,0
fenix/adventure/hiking/headlamps,40,40,2
mr-diy/housekeeping/air-fresheners,0,0,24
vinnfier/audio-hi-fi/microphones/wireless,0,0,3
wolf-horse/bags/travel,0,0,1
computing/men/accessories/cables,0,0,0
adidas/crazylight/shoes/sports/basketball,10,10,6
nuveau/bags/women/handbags,0,0,0
george-j-love/clothing/women/pants,0,0,0
fila/bags/waterproof,0,0,5
summit/shoes,320,320,47
welcos/skin-care,0,0,1
xerox/computing/accessories/toner,10,10,9
computing/men/accessories/mouse,0,0,0
lavish-alice/clothing/women/dresses/mini-dresses,0,0,0
giordano/makeup/accessories,0,0,0
bosch/camera-photo/cctv,30,30,113
writebest/home-office,0,0,1
computing/men/hardware/fans-cooling,0,0,0
dolce-gabbana/clothing/women/sunglasses,10,10,22
weg/shoes/men,0,0,0
hp/spectre-x360,4400,4400,120
glasslock/feeding,0,0,2
gte/bags,0,0,0
bottega-veneta/bags/wallets,1000,1110,55
yves-saint-laurent/clothing/men/formal-wear/blazers,0,0,2
adidas/bags/women/waist,0,0,1
converse/shoes/women/loafers,0,0,1
elianware/hallway-entry/chairs/plastics,0,0,4
gusto/shoes,0,0,0
green-herbology/makeup,0,0,0
gucci/clothing/jackets/leathers,20,20,0
zuncle/clothing/sportswear/accessories,0,0,1
converse/shoes/women/sports/running,0,0,1
hush-puppies/bags/handbags,260,260,33
umam-agro/outdoor-garden/lawn,0,0,1
kastking/adventure/fishing/reels,10,10,90
gucci/gg/shoes/flats/espadrilles,0,0,0
himalaya/skin-care/face/moisturizers,0,0,23
aerocool/computing/hardware,0,0,1
coppertone/bath-body,0,0,0
kasoot/shoes/flats/ballerinas,0,0,0
harpic/groceries/food-cupboard/cooking-ingredients,0,0,1
alexander-mcqueen/shoes/brogues,0,0,2
corsair/void/audio-hi-fi/headphones/on-ear,0,0,0
lucas/bags,30,30,19
al-rehab/bath-body,0,0,0
prada/clothing/sunglasses,390,410,58
hp/g4/computing/laptops,10,10,0
huda-beauty/makeup/accessories,0,10,1
paul-smith/bags/wallets,110,130,50
am-professional-skin-care/skin-care/face/serums,0,0,16
avalon-lighting/lighting/decorative-ceiling-lights/chandelier,0,0,1
cosmoderm/skin-care/face/masks,0,0,0
ipsa/women,0,0,1
sharp/computing/office-supplies/cash-register,90,460,112
hp/laser-toner/computing/accessories/ink-cartridges,0,0,0
invicta/watches/women,10,10,2
3ce/makeup/lips/tints,260,260,26
ambush/clothing/jackets,10,10,0
b-o-play/audio-hi-fi/mobile-speakers,0,0,2
cosrx/makeup,10,10,1
magnum/shoes/boots,110,110,36
leegoal/nursery/bedding,0,0,0
suzuki/swift,8100,8100,31
i-sports-wear/clothing/sportswear/jersey/cycling,0,0,0
jet/home-improvement/tools,20,20,23
casio/watches/men,590,630,98
amos/clothing/dresses/maxi,0,0,0
cp-company/bags/waist,0,0,2
mary-kay/makeup/eyes,10,770,7
leegoal/action-sports,0,0,0
indikah/clothing/women/jumpsuits/jumper-shorts,0,0,0
johnson-suisse/bathroom/faucets,0,0,4
homelux/appliances/stoves/gas,70,70,41
anakku/clothing,0,0,1
baju-raya/women/baju-kebaya,0,0,2
cr2/shoes/flats/ballerinas,0,0,0
ocean/skin-care,10,10,50
leegoal/phones-tablets,0,0,0
vans/bags/backpacks,390,390,44
iope/ideal-cleansing-foam/skin-care/face/whitening,0,10,0
kamdar/clothing/men/traditional,0,0,1
annona/skin-care/face/moisturizers,0,0,0
jays/audio-hi-fi/headphones/in-ear,10,10,0
bioaqua/skin-care/men,0,0,3
crown/stationery/adhesives/tapes,10,10,0
red-wing-shoes/men,10,10,3
fresh/clothing/men,0,0,0
bonia/shoes/men,170,170,22
irwin-tools/home-office,0,0,2
kowa/clothing/women/sportswear/accessories,0,0,1
armani/baby-clothing,10,20,3
nikon/coolshot/camera-photo,0,20,0
blitzwolf/phones-tablets/accessories/selfie-sticks,10,10,17
cuisinart/kitchen-dining/coffee-pots,0,0,0
skin1004/skin-care,0,0,4
leegoal/adventure/fishing/reels,0,0,0
jane-iredale/greatshape/makeup/eyes/eyebrows/palettes,0,0,0
longines/la-grande-classique/watches/luxury,0,0,1
coleman/bags,90,290,47
armani/clothing/women/skirts,0,0,0
canon/ef-m/camera-photo,0,90,0
butterfly/appliances/mixers/hand,0,0,3
cy/computing/accessories/cables,0,0,0
stay-well/supplements,0,0,14
emile-henry/kitchen-dining,0,0,0
jazz-star/shoes/kids-and-baby,0,0,2
marc-jacobs/camera-photo/accessories,0,880,0
canon/imageprograf,20,60,0
cheetah/shoes/safety,10,10,5
davines/hair-care/styling,0,0,0
ome/women,0,0,0
jil-sander/shoes/sandals,10,10,0
mcm/bags/bags-and-wallets/backpack,1600,1600,4
louis-vuitton/men,210,210,101
aveeno/bath-body/shower/gels,0,0,1
canon/speedlite/camera-photo,0,350,0
columbia/diapering/accessories/diapers-bags,10,10,3
dc-shoes/clothing/men/hats,0,0,0
skinfood/kitchen-dining,0,0,0
coway/home-improvement/water-filters,9900,9900,29
jo-malone/home-decor/women/other-decorations,0,0,0
merck/supplements,10,20,3
cofoe/medical-supplies,0,40,21
toshiba/transmemory,10,50,0
crocodile/watches/analogue,0,0,5
dell/audio-hi-fi/headphones,10,10,2
the-body-shop/bath-body/mists,0,0,6
urban-armor-gear/phones-tablets,0,0,1
john-varvatos/clothing/men/sweaters,0,0,0
mi/jewellery,20,20,2
barbie/clothing/dresses,40,40,0
laura-mercier/makeup/eyes/eyebrow-pencils,10,10,0
daphne/shoes/loafers,0,0,1
delonghi/appliances/blenders,10,10,1
tsr/motorcycle-accessories,0,0,17
bolehdeals/home-improvement/tools/screwdrivers,0,0,0
intex/bedroom/beds/air,720,720,37
kawaii-fairyland/clothing/pants,0,0,0
molly/pets-supplies/cats,0,210,0
benq/lighting,0,0,16
mercedes-benz/men,20,20,2
dewan-bahasa-dan-pustaka/hobbies/books/text,0,0,10
delonghi/tv-video-dvd/accessories,0,0,0
anello/bags/sling/shoulder,50,50,8
hi-style/clothing/shirts,0,0,0
leegoal/home-improvement/electrical/mosquito-traps,0,0,1
morinaga-milk/toys,0,0,9
ipanema/shoes/kids-and-baby,0,0,65
black-hammer/shoes/men/boots,0,0,2
burberry/horseferry,10,10,0
driftwood/bags,10,10,7
dermal/makeup,0,0,0
balenciaga/shoes/men/sneakers,30,30,5
vilebrequin/clothing/women,0,0,0
lige/watches/women,0,0,0
nike/dunk/shoes/sports/basketball,0,0,1
munich/shoes/sports/futsal,170,170,39
boon/toys,10,10,1
burberry/kisses,20,70,0
farmasi-lee-ms/medical-supplies,0,0,8
desigual/clothing/men/t-shirts,0,0,0
bic/stationery/writing-utensils/pens,170,200,41
yves-saint-laurent/clothing/women/shorts,0,0,0
needle-thread/clothing,0,20,28
lpm-support/clothing/sportswear,0,0,0
nike/free-tr,30,30,3
borofone/audio-hi-fi/headphones/on-ear,0,0,1
burberry/house-check/bags,10,10,0
fendi/watches/analogue,0,0,1
dewalt/home-improvement/hand-tools,10,10,0
breville/appliances/blenders,70,100,22
cantarelli/clothing/men/formal-wear,0,0,0
lsvtr/watches/chronograph,0,0,1
nixon/watches/straps,10,10,4
uni/shoes,10,10,12
bossman/appliances,0,0,8
rip-curl/women,20,20,0
golden-bull/appliances,0,0,5
diamond/home-improvement,0,1650,0
coach/bags/women/wallets,1000,1000,26
aurora/clothing/women/dresses,0,0,0
ma-cherie/hair-care,0,0,0
nordic-lighting/lighting/decorative-ceiling-lights/chandelier,0,0,2
binggrae/groceries,0,0,22
bostanten/bags/backpacks,10,10,10
steve-madden/shoes/flats,10,10,0
hollister/clothing/men/polo-shirts,10,10,3
diane-von-furstenberg/clothing/shirts/dress,0,0,0
brave-soul/clothing/tops,0,0,0
magideal/adventure/hiking/trekking-poles,0,0,1
ottie/makeup,0,0,3
bulova/watches/women,10,10,0
dermalogica/skin-care/face/cleansers,10,10,0
jam/g-shock/watches,0,0,0
diane-von-furstenberg/clothing/swimwear,0,0,0
carlton-london/men,0,0,0
eye-mo/eyecare/eye-drops,40,40,2
makeup/men/accessories/organizers,0,0,0
pensonic/appliances/fans/ceiling,40,40,7
coach/clothing/t-shirts,170,170,25
burberry/check/watches/analogue,0,0,0
calvin-klein/shoes/women/sneakers,10,10,0
jazz-star/bags/sling,0,0,2
diapex/diapering/accessories,0,0,0
giffarine/skin-care/face,0,0,7
pigeon/women,0,0,0
maxprint/camera-photo/accessories/photo-papers,0,0,0
prada/clothing/dresses,30,50,0
burberry/makeup/women,0,0,1
rays/car-accessories/tyres,10,10,0
dickies/clothing/men,0,30,1
guess/bags/purses,210,210,13
roberta-biagi/women,0,0,0
santen/eyecare/eye-drops,170,170,92
michael-kors/clothing/women/skirts/midi,0,0,0
prestige/kitchen-dining,0,30,6
burberry/perfume/women/eau-de-parfum,10,10,0
baume-mercier/clifton,10,10,0
fotodiox/camera-photo/accessories/lens-hoods,0,0,1
diesel/clothing/shorts/denim,0,0,0
inteam-records/hobbies/books,0,0,1
bnc/women,0,0,0
sony/vaio,590,1030,89
mideer/toys/crafts,0,0,0
burberry/shoes/women/sneakers,10,10,2
skinfood/egg-white/skin-care/face/cleansers,0,10,0
fujitsu/computing/software/windows,0,0,0
diesel/clothing/women/tops/tank,0,0,0
julies/groceries/bakery/cookies,50,50,6
