url,googleSearchVolume,totalSearchVolume,session
versace/bags/women/handbags,0,0,2
dji/osmo-mobile/phones-tablets/accessories/selfie-sticks,0,0,9
shiseido/makeup/face/tinted-moisturizers,0,0,0
pokka/groceries/drinks,70,110,63
vince/clothing/dresses/midi,0,0,0
soki/watches,50,50,9
cornell/appliances/cooker-hoods,20,20,76
cotton-on/clothing/women/tops,0,0,0
versace/clothing/sportswear/shorts,0,0,0
hada-labo/skin-care/eyes/creams,0,0,14
beauty/makeup/accessories/brushes,0,0,0
rovelo/car-accessories/tyres,1000,1000,62
vince/clothing/women/dresses/midi,0,0,0
lanvin/clothing/t-shirts,10,10,2
dorothy-perkins/clothing/dresses/shift,10,10,5
versace/clothing/women/tops/blouse,0,0,2
hovid/supplements/vitamins/vitamin-e,0,0,6
etude-house/pink-vital-water/skin-care,0,0,0
apido/motorcycle-accessories,10,10,91
vince/clothing/coats/trench,0,0,1
tefal/appliances/juicers,140,310,12
logitech/audio-hi-fi/pc-audio/51-speaker-systems,0,10,0
dr-jart/makeup/face,0,140,0
versace/kids-clothing/tops,0,0,0
hugo-boss/clothing/men/polo-shirts,10,10,3
gucci/gg/clothing/underwear,0,0,0
vince/clothing/women/coats/trench,0,0,0
royal-crown/watches,260,260,93
love-stories/clothing/underwear/panties,0,0,0
elianto/makeup/eyes/eyebrow-pencils,0,0,14
versace/phones-tablets/accessories,0,0,0
gucci/clothing/formal-wear/suits,0,0,0
hello-kitty/bags/schools,70,70,43
pantum/skin-care/face/toners,0,0,0
ella-bache/skin-care,0,0,11
versace/phones-tablets/men,0,0,1
innisfree/jeju-lava-seawater,70,70,5
new/shoes/women/sandals,0,0,1
jack-wolfskin/bags,90,510,36
petronas/women,0,0,0
moschino/bags/waist,20,20,1
victoria-beckham/clothing/dresses/mini-dresses,0,0,0
obey/clothing,90,260,24
vococal/jewellery/pendants,0,0,0
undercover/clothing/men/shirts,0,0,0
audemars-piguet/watches,390,33000450,2794
my-little-pony/stationery/writing-utensils/pencils/colour,0,0,1
fbt/clothing/sportswear/shorts,0,0,2
victoria-beckham/clothing/women/skirts/pleated,0,0,0
okuma/adventure/fishing/reels,90,90,95
chloe/jewellery/women/pendants,0,0,0
undercover/clothing/scarves,0,0,0
myfiona/clothing,0,0,0
fendi/watches/women/luxury,0,0,1
victorinox/kitchen-dining/knives/santoku,0,0,0
shiseido/makeup/face/cushions,0,0,12
jil-sander/clothing/pants/palazzo,0,0,0
self-portrait/clothing/women/dresses/casual,0,0,0
marhen-j/bags,480,490,1127
baker/appliances/ovens,880,880,150
natural-factors/food-supplements,0,0,0
fila/bags/handbags/tote,70,70,7
vilebrequin/clothing/underwear/briefs,0,0,0
supreme/clothing/underwear,90,90,8
jil-sander/clothing/women/pants/palazzo,0,0,0
self-portrait/clothing/women/swimwear,0,0,0
neostrata/skin-care/face,0,0,0
funko/toys/women/action-figures/mini,0,0,0
vince/shoes/women/sneakers,10,10,0
vitamode/supplements,0,0,15
perricone-md/makeup/women,0,0,0
chanel/makeup/face/blushers,210,210,44
ugg/shoes/kids-and-baby,0,0,0
coach/bags/sling,5400,6560,970
niceeshop/lighting/lighting-bulbs,0,0,1
gucci/ace/shoes,50,260,3
vinnfier/chrome/audio-hi-fi/headphones/on-ear,0,10,0
polarized-sunglasses/clothing,0,0,0
toshiba/transmemory-usb-30,0,0,0
dutch-lady/feeding/milk-formula,70,80,115
nike/kids-clothing/bottoms,0,0,0
guess/clothing/men/t-shirts,70,70,6
vinnfier/xenon,0,160,0
chefology-swiss/kitchen-dining/cookware,10,10,40
mac/sia-viva-glam/makeup,0,0,0
gucci/clothing/men/ties-bowties,0,0,44
rondaful/clothing/sportswear/accessories/helmets,0,0,0
nikon/camera-photo/accessories/lens-hoods,0,0,2
vivienne-westwood/bags/purses,10,10,0
cornell/appliances/irons/steam,0,0,7
motorola/m/phones-tablets/smartphones,0,0,0
paco-rabanne/perfume/women,10,10,20
dolce-gabbana/shoes/men/boots/leather,0,0,0
pallas/shoes/men,0,0,0
happy-dog/pets-supplies/dogs,0,110,3
vivienne-westwood/bags/women/sling/shoulder,0,0,0
dior/bath-body/lotions,20,20,7
issey-miyake/clothing/underwear/socks,0,0,0
sunsilk/hair-care/shampoos,10,10,76
michael-kors/clothing/pants/plus-size,0,0,0
forsining/watches,260,270,102
pantene/hair-care/conditioners,40,40,1
hotwind/bags,10,10,17
vivis/clothing/women/underwear,0,0,1
espoir/makeup/lips/lipsticks,20,20,21
ubisoft/trackmania/gaming/games,0,0,0
dsquared2/clothing/women/shorts/hot-pants,0,0,0
hackett/clothing,10,890,124
persol/eyecare/glasses,10,10,6
invicta/watches/men/analogue,0,0,0
vivo/phones-tablets/accessories/screen-protectors/privacy,0,0,1
odbo/makeup/face/highlighters,0,0,7
burts-bees/satin/makeup/lips/lipsticks,0,0,0
vans/era,720,750,35
versace/kids-clothing/sweaters,0,0,0
tissot/t-race,1900,1930,872
new-balance/clothing,10,410,54
philips-avent/bottle/gifts/sets,0,0,0
vken/clothing,0,590,1
philipp-plein/shoes/boots,0,0,0
fila/disruptor/shoes,50,250,65
valentino/clothing/pants/plus-size,0,0,0
physiogel/bath-body,0,0,0
kai/shoes/boots/winter,0,0,1
vococal/lighting/lighting-bulbs,0,0,0
acer/aspire-one/computing/accessories/keyboards,0,0,0
ijoy/gadgets/vapes/mods,0,0,74
vococal/shoes/accessories/laces,0,0,0
franck-muller/watches,390,420,787
porsche-design/clothing/women,0,0,0
karrimor/clothing,10,250,2
vococal/stationery/adhesives,0,0,0
gant/clothing/women,0,0,0
burberry/bags/men,260,770,53
alexander-mcqueen/jewellery/earrings/hoop,0,0,0
alexandre-christie/watches,1300,29001300,1563
puma/bags/gym,50,50,1
vogue/men,90,90,2
gant/women,0,0,0
chrome/bags,210,250,50
paul-smith/clothing/sportswear/track-pants,0,0,0
sharp/audio-hi-fi/mobile-speakers/bluetooth,0,0,0
versace/clothing/belts,480,480,54
quantum/stationery,0,0,1
kotex/bath-body/feminine-hygiene,0,10,2
voyo/computing/desktop-pcs,0,10,0
take-two-interactive/nba/gaming/games,0,0,0
hugo-boss/clothing/sportswear/track-pants,0,0,0
oscar/action-sports/bicycles,110,110,106
wacoal/clothing/underwear/briefs,10,10,0
sun/baby-clothing,0,0,7
take-two-interactive/nba,0,0,0
tp-link/computing/network-gear/wifi-adapters,480,1020,21
tory-burch/makeup/women/accessories/bags,0,0,0
selamat/appliances/fans/wall-mounted,0,0,1
lamborghini/clothing/t-shirts,20,20,3
wacom/computing/accessories,0,200,0
take-two-interactive/grand-theft-auto,0,0,0
amazfit/phones-tablets/smartwatches,10,10,146
avon/perfume/women/eau-de-cologne,0,0,0
simplehuman/kitchen-dining/storage/dish-racks,10,10,5
self-portrait/clothing/dresses/midi,10,10,0
lexus/lx,320,320,1
wacom/stationery,0,0,1
the-body-shop/bath-body/oils/massage,140,140,13
estee-lauder/advanced-time-zone/skin-care/face/anti-aging,0,0,0
brother/camera-photo/accessories,0,0,0
sorento/bathroom/shower,0,0,9
shiseido/makeup/face/primers,0,0,5
kkmoon/stationery/writing-utensils,0,0,0
lubna/clothing/dresses/casual/wrap,0,0,0
wallis/clothing/dresses/shift,0,0,0
the-north-face/bags/backpacks,1300,1300,34
moschino/shoes/pumps,0,0,0
lucuna/clothing/women,0,0,15
gte/kitchen-dining/tableware/drinkware/tumblers,0,0,0
sk-ii/skin-care/women/face,0,0,2
kkmoon/computing/accessories/mouse,0,0,0
mamonde/skin-care,0,70,3
warehouse/clothing/women/jumpsuits,0,0,0
moschino/kids-clothing/tops,0,0,0
mary-kay/skin-care/face/scrubs,0,0,32
isabel-marant/clothing/women/dresses/cocktail,0,0,0
sukipassion/hair-care/styling,0,0,3
skip-hop/health/skin-care/towels,0,0,0
bolon/clothing/women,0,0,1
warehouse/clothing/women/pants/culottes,0,0,0
chord/hobbies/musical-instruments/guitars/acoustic,210,210,22
illamasqua/makeup/face/powders/compact,0,0,1
elianto/perfume/eau-de-parfum,10,10,55
dunhill/jewellery/men/cufflinks,0,0,0
supreme/clothing/men/jackets,10,10,1
spiegelau/kitchen-dining/tableware,0,10,4
mc/bags/handbags/tote,0,0,0
wenger/watches/chronograph,0,0,1
dam/adventure/fishing,0,0,18
mango/clothing/shorts/denim,0,0,0
ecosport/clothing/sportswear/accessories/helmets,0,0,0
naelofar-hijab/perfume,10,10,41
staedtler/stationery/writing-utensils/markers,10,20,6
mc/clothing/jackets,10,10,0
nature-republic/women,0,0,1
westone/audio-hi-fi/headphones/in-ear,0,50,1
enchanteur/bath-body,0,110,56
sophia-webster/shoes/flats/ballerinas,0,0,0
panasonic/shaving-supplies/trimmers-clippers,0,30,39
kitchenaid/classic,10,10,0
zhulian/jewellery/brooches,70,70,65
strepsils/groceries/food-cupboard/sweets,0,0,0
fr/clothing/women/cardigans,0,0,0
nike/air-force/shoes/sports/hiking,0,0,0
wk/phones-tablets,0,0,1
ford/ranger,22200,22200,16
skechers/flex/shoes,0,0,2
guerlain/perfume/men,10,10,0
toshiba/camera-photo/cctv,0,0,1
sugarbomb-perfume/bath-body/women,0,0,0
halagel/groceries/food-cupboard,0,0,2
nike/clothing/women/t-shirts,50,50,3
womdee/audio-hi-fi/mobile-speakers/bluetooth,0,0,1
hitachi/computing/office-supplies/projectors,90,90,50
mengs/camera-photo/flashes/dslr,0,0,0
haribo/groceries/food-cupboard,0,10,0
susu-kambing-kurma-madu-platinum/groceries/drinks,0,0,0
simba/feeding/accessories/utensils,0,0,0
nike/vapor/shoes/sports/football-futsal,0,0,4
womdee/bags/wallets,0,0,0
kenko/pets-supplies/dogs/food,50,50,8
mpow/bags/waterproof,0,0,0
kent-curwen/clothing/men/pants/sweatpants,0,0,0
itata/kitchen-dining,0,10,65
swatch/irony/watches/chronograph,0,0,2
spectra/outdoor-garden/lawn/gardening-products,0,0,0
north-star/shoes/men,10,10,3
womdee/home-improvement,0,0,0
loewe/bags/women/sling/shoulder,0,0,0
rebecca-minkoff/shoes,0,0,0
kent-curwen/clothing/pants/sweatpants,0,0,0
under-armour/shoes/sports/running,480,480,10
tiger/kitchen-dining/tableware/drinkware,0,30,6
milux/appliances/vacuum-cleaners/canister,0,0,1
nose/shoes/women,0,0,5
womdee/lighting/decorative-lamps,0,0,0
nike/kyrie-2/shoes/sports,0,0,3
marni/bags/handbags/clutches,0,0,0
nike/bags/backpacks,1600,1630,54
kitchen-dining/women/dinnerware/bowls,0,0,0
vasia/food-supplements/women,0,0,1
nike/shoes/sneakers/high-cut,40,40,25
timberland/clothing/men/belts,10,10,2
castaner/shoes/men,0,0,0
opceden/medical-supplies/blood-pressure,0,0,2
wrangler/clothing/men/shorts/bermudas,0,0,0
natural/kitchen-dining/cookware,0,0,1
nintendo-switch/gaming/accessories,10,10,52
madewell/bags/women/handbags,0,0,0
tomaz/clothing/belts,0,0,2
3d/computing,10,8120,0
optoma/computing/office-supplies/projectors,260,330,21
xiaomi/mi-mix/phones-tablets,0,3840,0
prada/perfume/men,110,120,11
beaba/feeding/bottle,0,0,0
marni/kids-clothing/hoodies,0,0,0
white-castle/groceries/bakery/cookies,30,30,5
dexandra/perfume,170,170,113
toys/men/building/blocks,0,0,0
castaner/shoes/flats,0,10,0
pagani-design/watches/sports,0,0,12
y-3/shoes/sneakers,40,40,0
thule/bags/sling,140,140,22
anya-hindmarch/makeup/accessories,0,0,0
chloe/clothing/dresses/party,0,0,0
yardley-london/perfume,10,10,3
s-26/feeding/milk-formula,40,40,51
kkmoon/home-improvement,0,20,0
paul-hewitt/jewellery,0,10,1
yadah/makeup/face/primers,0,0,0
stella-mccartney/shoes/loafers,0,0,0
toshiba/appliances/washer-dryer,10,10,82
benefit/hoola/makeup/face,0,0,0
yohji-yamamoto/clothing/men/coats,0,0,3
caran-dache/stationery/writing-utensils/pens,30,50,0
paw-patrol/toys/action-figures,0,0,3
yamaha/keyboard/hobbies/musical-instruments/keyboards/synthesizers,10,10,1
rondaful/computing/accessories/cables/audio,0,0,0
innisfree/hair-care/styling/curlers,0,10,0
zanzea/clothing/dresses/casual,0,0,0
mansur-gavriel/clothing/women/sweaters,0,0,0
philips/lumea-prestige,70,70,2
yankee-candles/home-decor/other-decorations/candleholders,0,0,0
elfi-jewellery/jewellery/charms,0,0,1
avon/perfume/men,70,70,50
fossil/phones-tablets/women,0,210,0
zee-cool/computing/accessories/mouse,0,0,3
elba/appliances/refrigerators,70,70,93
versace/clothing/men/sweaters/turtlenecks,0,0,0
mijobs/jewellery,0,0,0
prada/jewellery/hair/headbands,50,50,7
yato/home-improvement/garage-storage,0,0,0
victorias-secret/skin-care/face,0,0,12
kguss/computing/accessories/cables,0,0,0
corsa/car-accessories/tyres,1900,1900,68
supreme/clothing/sportswear,10,10,0
adidas/makeup/face,0,0,0
hourglass/makeup,50,780,26
versace/shoes/formal,10,10,0
rains/clothing/women/jackets,0,0,0
pureen/toys,0,0,1
yato/home-improvement/garage-storage/job-boxes,0,0,0
adidas/energy-boost/shoes/sports/running,0,0,4
mrdiy/bathroom,0,0,0
faber/bathroom/water-heaters,0,0,39
madewell/bags/handbags/tote,10,10,0
alexandre-christie/watches/analogue,0,0,3
uniqlo/bags,320,320,34
vochelle/groceries,0,590,2
rains/clothing/men/jackets,0,0,0
yohji-yamamoto/clothing/women/shirts,0,0,0
adidas/ultra-boost/shoes/sports/running,30,30,14
oxford-fajar/toys/activity,0,0,0
guess/watches/men,260,260,119
himalaya/clothing,10,10,0
alexandre-christie/watches/women/straps,0,0,0
weide/watches/straps,0,0,2
brainwavz/xfit,0,0,0
yumoshi/adventure/fishing,0,10,3
paul-smith/clothing/women/belts,0,0,0
pureen/housekeeping/garment-care/washing/detergents,0,0,58
canon/maxify/computing/printers/all-in-one-printers,0,80,0
aonijie/adventure/hiking,0,0,4
wucht/kitchen-dining/dinnerware/bowls,0,0,2
brioni/clothing/formal-wear/blazers,0,0,0
san-remo/groceries,0,0,2
yves-rocher/hair-care/treatments,0,0,0
qq/kitchen-dining/cookware,0,0,0
sharp/appliances/fans,140,490,44
canon/lide/computing,0,70,0
burberry/makeup/eyes/eyeliners,0,0,0
schwarzkopf/hair-care/styling/gels,0,0,1
yves-saint-laurent/clothing/men/jackets/bombers,0,0,3
renoma/shoes/women/sandals,0,0,0
tommy-hilfiger/clothing/belts,140,140,58
graco/extend2fit/baby-gear/car-seats,10,30,0
asus/phones-tablets/accessories/batteries,0,0,12
zebra/appliances/electric-kettles,0,0,82
yves-saint-laurent/bags/women/handbags/clutches,0,0,1
burts-bees/skin-care/hand,0,10,0
sembo-block/men,0,0,0
yves-saint-laurent/shoes/men/kids-and-baby,0,0,0
focallure/makeup/lips/lipsticks,70,70,24
aeronautica-militare/clothing/men/shorts/bermudas,0,0,0
chanel/jewellery/necklaces,480,480,56
superga/men,70,70,0
braun/stationery/alarm-clocks,10,10,3
baby-throne/baby-gear/strollers,0,0,38
yves-saint-laurent/shoes/flats/espadrilles,0,0,2
dates/groceries,0,0,0
shopkins/bags,10,20,3
zalora/clothing/dresses/shift,0,0,0
jabra/phones-tablets/bluetooth-headsets,140,410,243
celine/clothing/tops/blouse,0,0,1
stanley/kitchen-dining/tableware,0,30,0
brioni/eyecare/men/glasses,0,0,1
crucial/computing/hardware/ssds,210,210,80
3m/medical-supplies,0,0,4
eureka-snack/groceries/food-cupboard,0,0,0
shuang-hor/supplements,0,0,7
zalora/clothing/formal-wear/suits,0,0,1
kim-huat-furniture/outdoor-garden/furniture,0,0,46
etro/shoes,0,0,0
roccat/ryos,10,170,0
bubbles/feeding/breastfeeding,0,0,0
acebell/housekeeping/garment-care/ironing,0,0,3
fos/clothing/women/pants,0,0,1
spritzer/groceries/food-cupboard/cooking-ingredients,0,0,0
zalora/clothing/women/dresses/shirtdresses,0,0,0
mary-kay/bath-body/lotions/sun-protection,0,0,0
liu-jo/eyecare,0,0,0
missha/makeup/face/cushions,0,0,30
toshiba/satellite-pro/computing/laptops,10,30,1
california-gold-nutrition/supplements/collagen,0,20,1
huawei/phones-tablets/accessories/cases-covers,0,0,105
adidas/campus/bags/wallets,0,0,0
hudson-baby/nursery/swaddle,20,20,0
studex/jewellery/earrings,30,30,2
zalora/clothing/women/skirts/midi,0,0,0
michael-kors/clothing/t-shirts,30,30,10
joseph/clothing/pants/straight-cut,0,0,0
toshiba/satellite-pro/computing,0,40,2
cathy-doll/bath-body/shower,0,0,2
oscar/shoes,110,1710,85
adidas/samba/chinese-new-year/shoes,0,0,1
nana/kitchen-dining,0,0,0
sylvania/lighting/lighting-bulbs,10,20,15
zalora/shoes/flats,10,10,0
joseph/clothing/women/tops/sleeveless,0,0,0
silkygirl/makeup,70,390,32
azanis/skin-care/face/treatments,0,1900,0
cezanne/makeup/lips,0,0,5
aletta/clothing/sweaters,0,0,0
pony-effect/makeup/eyes,0,0,0
t-g/audio-hi-fi,0,0,0
zaxy/women,0,0,0
seed/eyecare/contact-lenses,0,0,43
vococal/clothing/sportswear/accessories/goggles,0,0,0
hurley/clothing/hats/caps,90,90,0
dara-anggun/supplements/collagen,0,0,1
amgo/makeup/accessories,0,0,0
tommy-hilfiger/clothing/skirts,10,10,0
zucca/clothing/women/sweaters,0,0,0
skin79/makeup/face/bb-creams,90,90,14
emilio-pucci/kids-clothing,0,0,0
zalora/clothing/dresses,1300,1420,41
wet-n-wild/makeup/accessories,0,20,0
givi/bags,110,150,69
andoer/bags,10,10,0
voila/clothing/women/skirts,0,0,0
taiwan/home-improvement/tools,10,10,0
zwilling-ja-henckels/kitchen-dining/cookware/pans,0,0,0
emilio-pucci/kids-clothing/tops,0,0,0
google/audio-hi-fi,0,24120,0
aolvo/kitchen-dining/cookware/pots,0,0,0
xiaomi/mi/tv-video-dvd,50,70,3
teck-aun/food-supplements,0,0,1
zzooi/gym/equipments/gloves,0,0,0
swiss-polo/bags,50,330,33
kamdar/kids-clothing/bottoms,0,0,0
cornell/appliances/stoves/gas,110,110,68
pupa/skin-care/hand/nails/polish,10,10,0
dermalogica/skin-care/women,0,0,0
nike/epic-react,1000,1020,25
arc/shoes,10,10,2
charm-zone/skin-care/women,0,0,0
tic-tac/groceries/food-cupboard/sweets,30,30,6
shein/bags/women/accessories,0,0,2
tokina/camera-photo/lenses,0,0,12
wonderland/pets-supplies,0,0,0
pupa/skin-care,0,10,0
diapering/women/accessories/diapers-bags,10,10,3
aten/computing,0,10,1
yazole/watches/men/straps,0,0,0
tommy-hilfiger/clothing/pants,30,50,2
shein/clothing/dresses/halter,0,0,1
wonderland/pets-supplies/fish,0,0,0
play-doh/toys/crafts,0,60,0
disney/kitchen-dining/tea-pots,0,0,2
betsy/shoes/women,0,0,3
acer/travelmate/computing,0,10,0
total/home-improvement/tools/saws,10,10,1
shein/clothing/women/shorts/hot-pants,0,0,0
ubisoft/gaming/games/ps4,20,20,14
bay-go-mall/clothing/men/shirts,0,0,0
rsl/racket-sports,0,1370,63
chanel/bags/handbags/tote/canvas,70,70,0
dove/skin-care/face/cleansers,20,20,7
bibicola/kids-clothing/dresses,0,0,2
cross/bags/sling,10,10,0
shein/clothing/women/tops/halter,0,0,0
spin-master/toys/building,0,0,0
tom-ford/eyecare/glasses,30,30,30
chanel/shoes/pumps,30,30,0
drone/camera-photo,0,0,0
diesel/clothing/men/sportswear,0,0,0
tulip/pets-supplies,0,0,21
shein/jewellery/anklet,0,0,0
antabax/skin-care/hand,0,0,1
chanel/bath-body/shower/gels,30,30,1
eagle-eyes/clothing/sunglasses/aviator,0,0,0
pensonic/bathroom/water-heaters,210,210,74
bottega-veneta/bags/sling/messenger,20,20,1
etude-house/makeup/face/highlighters,0,0,0
ubest/clothing/muslimah,0,0,1
shein/jewellery/women/pendants,0,0,0
burberry/clothing/women/skirts/mini,0,0,0
calvin-klein/bags/sling,210,240,39
one-drop-perfume/men,10,10,0
porter/bags/wallets,480,480,80
focusrite/audio-hi-fi/studio-equipment,0,0,4
vivid-vogue/makeup/accessories,0,0,9
shein/kids-clothing/women/swim-wear,0,0,0
adidas/energy-boost,320,340,18
annick-goutal/perfume/eau-de-toilette,0,0,0
dji/phantom/camera-photo/drones,0,1570,1
febreze/housekeeping,0,40,0
humbgo/clothing,0,0,1
watches/women/straps,10,20,1
silkygirl/bath-body/mists,0,0,0
madd/men,0,0,0
uspolo-assn/bags/travel/luggage,0,0,30
byford/clothing/underwear/socks,20,20,0
food-supplements/women,10,180,4
speedo/clothing/swimwear,170,400,76
calvin-klein/clothing/men/hoodies-and-sweatshirts,0,0,2
john-varvatos/men,10,10,0
york/gym/dumbells,10,10,15
simon/phones-tablets/accessories,0,0,0
magideal/phones-tablets/accessories/cases-covers,0,0,0
adidas/shoes/men/sports/running,260,260,25
cybex/baby-gear/carriers,30,30,0
forever/home-decor,0,0,4
svs/audio-hi-fi,0,70,51
canon/car-accessories/chargers,0,0,2
lanvin/clothing/shorts,0,0,0
yves-saint-laurent/jewellery/women/necklaces,0,0,1
skin-care/women/hand/nails/polish,10,10,0
asadi/shoes/women/sandals,0,0,1
gucci/broadway/bags/handbags/clutches,0,0,0
burberry/check/clothing/coats,10,10,0
gucci/velvet/bags/sling,10,10,0
cartier/jewellery/bracelets,2900,2900,6
liu-jo/clothing/women/sweaters,0,0,0
ambi-pur/groceries/food-cupboard/cooking-ingredients,0,0,0
skinfood/skin-care/women/face/serums,0,0,2
banana-republic/perfume,40,40,20
romwe/clothing/women/tops/off-shoulder,0,0,0
oxford-fajar/stationery/writing-utensils,0,0,0
guess/women,50,50,2
clinique/perfume/men,20,20,1
love-moschino/clothing/men/sweatshirts,0,0,0
balenciaga/bags/handbags,590,970,19
skip-hop/feeding/baby-seats/highchairs,0,0,0
armani/emporio/clothing/bow-ties,0,0,0
nina-ricci/bags,140,190,59
panamera/shoes/loafers,0,0,2
ingersoll/watches/men,10,10,1
keddo/shoes,50,70,48
common-projects/shoes/boots/chelsea-boots,40,40,3
mava/appliances,0,0,0
ball/watches/luxury,10,10,10
skittles/groceries/food-cupboard,0,0,0
givenchy/bags/handbags/clutches,90,90,17
dsquared2/clothing/underwear/panties,0,0,0
save-my-bag/bags/women/handbags,0,0,0
inokom/cars/general,0,0,10
dnars/makeup/face,0,0,0
mulberry/women,0,0,0
barracuda/shoes/men,0,0,3
skittles/groceries/food-cupboard/cooking-ingredients,0,0,0
hedgren/bags,70,240,17
ubest/bags/travel,0,0,0
sharp/appliances/blenders,210,240,48
stussy/clothing/men,0,10,0
maxbolt/racket-sports/badminton,40,40,52
drwu/skin-care/face,0,0,9
off-white/t,30,2430,0
slazenger/kids-clothing,0,0,0
innisfree/makeup/lips/lipbalm,0,0,17
fendi/kids-clothing/bottoms,0,0,0
thinch/toys/party-supplies/set,0,0,0
korakoh/shoes/safety,0,0,6
trio/appliances/mixers,140,140,78
foonee/kitchen-dining/storage,0,0,2
philipp-plein/clothing/men/jackets/bombers,0,0,0
car-accessories/women/stickers,0,0,4
slgol/skin-care,0,0,0
leegoal/lighting/lighting-bulbs,0,0,0
toyota/car-accessories,10,100,58
twenty-eight-shoes/shoes/women/flats/ballerinas,0,0,0
land-rover/range-rover-evoque,70,70,10
alexis/skin-care/face/serums,0,0,35
fos/clothing/dresses,0,0,1
polar/gadgets,0,40,1
celine/clothing/women/tops,0,0,1
smart-watches/gadgets/gps-trackers,0,0,0
jack-n-jill/groceries/food-cupboard,0,0,7
bella/kitchen-dining/cookware/graters-peelers,0,0,0
victorinox/kitchen-dining/knives/sets,70,70,2
lanvin/clothing/men/polo-shirts,0,0,3
frency-mercury/clothing/sunglasses,10,10,3
princess/watches/chronograph,0,0,0
smartheart/pets-supplies,0,1020,0
kawasaki/shoes/sports/badminton,50,50,51
niceeshop/outdoor-garden/lawn,0,0,0
wood/kitchen-dining/bakeware,0,0,3
laser-toner-online/skin-care/face,0,0,1
abercrombie-fitch/perfume,30,30,70
fresh-bulk/groceries/food-cupboard,0,0,3
r-just/phones-tablets,0,0,0
chunk-bits/pets-supplies/cats,0,20,14
soap/bath-body/shower,0,0,1
little-bean/feeding/bottle/sterilizers,0,0,11
bottega-veneta/clothing/dresses/shirtdresses,0,0,0
3m/action-sports,0,0,1
leagoo/phones-tablets/accessories/cases-covers,0,0,9
hatari/appliances/fans,210,240,58
frozen/toys,320,320,2
sara-roka/clothing,0,0,0
coach/bags/women/wallets/card-holders,0,0,2
softlan/housekeeping/garment-care,0,0,0
mtv/perfume,10,10,20
lee-cooper/skin-care/women/face,0,0,0
adata/compact/computing,0,0,0
longines/watches/women/luxury,0,0,1
nsb/lighting,0,50,104
gimcat/pets-supplies/cats,0,0,6
shengyuan/car-accessories,0,0,2
converse/chuck-taylor/shoes,10,20,1
solar-light-mart/lighting/outdoor-lighting/spot-lights,0,0,0
pioneer/computing/hardware/ssds,90,90,15
skip-hop/baby-gear/car-seats,0,0,0
advken/gadgets/vapes,0,0,0
love-moschino/bags/sling/shoulder,10,10,0
clothing/men/swimwear/plus-size,10,10,78
givenchy/clothing/women/sportswear,0,0,1
snail-white/bath-body/shower,0,0,1
dhc/hair-care,0,0,4
solone/makeup/eyes,0,0,0
puma/clothing/pants,210,370,24
aukey/phones-tablets/accessories/cases-covers,0,0,0
fossil/bags/sling,480,700,48
adx/housekeeping/garment-care/drying,0,0,2
mcm/bags/women,30,90,4
home-improvement/men/flashlights,50,50,1
spyder/men,0,0,0
sonicgear/hobbies/musical-instruments,0,0,1
safi/hair-care/treatments,0,0,0
mamonde/hair-care/treatments/serums,0,0,0
aik-cheong/groceries,0,10,3
meiji/groceries/food-cupboard,0,1070,1
hoyu/hair-care,0,0,8
submarine/shoes,10,10,0
diy/kitchen-dining/storage,10,10,6
sony/a7r,390,1840,1
x-level/phones-tablets/accessories/cases-covers,0,0,0
selamat/home-improvement/electrical,0,0,21
amgo/makeup/accessories/bags,0,0,1
mulberry/bags/handbags,140,170,6
xiaomi/medical-supplies/scale,390,410,63
innisfree/skin-care/hand/nails,10,490,5
reef/kitchen-dining/cookware/bottle-openers,10,10,0
drypers/health/bath,50,400,0
sony/computing,70,1500,0
sylvanian-families/toys,20,40,19
salomon/shoes/men/sneakers/low-cut,0,0,0
amway/health/skin-care/oils,0,0,0
pacolino/clothing/traditional/baju-melayu,0,0,1
jbl/pets-supplies/fish,0,0,10
denai-boutique/clothing/women,0,0,0
duck/makeup/lips/lipsticks,0,0,3
sony/computing/hardware/fans-cooling,0,0,1
tag-heuer/watches/women,390,390,11
cocoepps/clothing/pants/leggings,0,0,0
clothing/men/sleepwear,70,560,31
andoer/home-improvement,0,0,1
pensonic/hair-care,0,0,3
jil-sander/shoes/women/sandals,0,0,0
chi/toys/men/dolls/dress-up/costumes,0,0,0
stadler-form/appliances/humidifiers,10,10,0
toyogo/housekeeping/cleaning-supplies/dustbins,0,0,14
msk/phones-tablets,0,0,0
kdk/regulator,10,10,54
apple/phones-tablets/accessories/batteries,0,0,0
persol/clothing/men/sunglasses,10,10,3
anime/clothing/hoodies-and-sweatshirts,0,0,50
jvgood/audio-hi-fi/headphones,0,0,8
paul-frank/women,0,0,0
etro/clothing/women/coats,0,0,3
stanley/stationery,0,0,0
zhulian/jewellery/bangles,0,0,6
secretleaf/skin-care/face/toners,0,0,0
aritaum/makeup/women/accessories/brushes,0,0,1
philips-avent/feeding/breastfeeding/breast-pumps/double-electric,0,0,1
jimmy-choo/bags,210,360,84
karl-lagerfeld/makeup,10,10,3
chi/clothing/sunglasses,0,0,0
star-wars/home-decor,0,0,0
akai/audio-hi-fi,0,0,23
boohoo/clothing/skirts/mini,0,0,0
armani/giorgio/eyecare/glasses,0,0,0
poh-kong/jewellery,480,3640,446
victorias-secret/perfume/eau-de-parfum,20,20,67
kids-clothing/women/swim-wear,0,0,0
chi/hobbies/books,0,0,0
